#       r             V(r)
  1.93805062e+01  -2.06392958e+00
  1.95752835e+01  -2.04339314e+00
  1.97720184e+01  -2.02306103e+00
  1.99707305e+01  -2.00293124e+00
  2.01714397e+01  -1.98300174e+00
  2.03741660e+01  -1.96327054e+00
  2.05789298e+01  -1.94373568e+00
  2.07857515e+01  -1.92439518e+00
  2.09946517e+01  -1.90524713e+00
  2.12056515e+01  -1.88628961e+00
  2.14187718e+01  -1.86752071e+00
  2.16340341e+01  -1.84893857e+00
  2.18514597e+01  -1.83054132e+00
  2.20710706e+01  -1.81232713e+00
  2.22928885e+01  -1.79429418e+00
  2.25169358e+01  -1.77644065e+00
  2.27432347e+01  -1.75876477e+00
  2.29718080e+01  -1.74126477e+00
  2.32026785e+01  -1.72393889e+00
  2.34358693e+01  -1.70678542e+00
  2.36714037e+01  -1.68980262e+00
  2.39093053e+01  -1.67298880e+00
  2.41495978e+01  -1.65634228e+00
  2.43923053e+01  -1.63986140e+00
  2.46374521e+01  -1.62354451e+00
  2.48850626e+01  -1.60738997e+00
  2.51351616e+01  -1.59139617e+00
  2.53877742e+01  -1.57556152e+00
  2.56429255e+01  -1.55988442e+00
  2.59006412e+01  -1.54436331e+00
  2.61609470e+01  -1.52899664e+00
  2.64238689e+01  -1.51378287e+00
  2.66894332e+01  -1.49872048e+00
  2.69576665e+01  -1.48380796e+00
  2.72285955e+01  -1.46904382e+00
  2.75022474e+01  -1.45442659e+00
  2.77786496e+01  -1.43995480e+00
  2.80578297e+01  -1.42562702e+00
  2.83398156e+01  -1.41144179e+00
  2.86246355e+01  -1.39739771e+00
  2.89123178e+01  -1.38349337e+00
  2.92028914e+01  -1.36972738e+00
  2.94963854e+01  -1.35609837e+00
  2.97928290e+01  -1.34260496e+00
  3.00922519e+01  -1.32924582e+00
  3.03946841e+01  -1.31601960e+00
  3.07001557e+01  -1.30292499e+00
  3.10086974e+01  -1.28996067e+00
  3.13203400e+01  -1.27712534e+00
  3.16351146e+01  -1.26441773e+00
  3.19530528e+01  -1.25183657e+00
  3.22741863e+01  -1.23938059e+00
  3.25985473e+01  -1.22704854e+00
  3.29261682e+01  -1.21483921e+00
  3.32570817e+01  -1.20275135e+00
  3.35913209e+01  -1.19078378e+00
  3.39289193e+01  -1.17893528e+00
  3.42699106e+01  -1.16720468e+00
  3.46143289e+01  -1.15559080e+00
  3.49622087e+01  -1.14409248e+00
  3.53135847e+01  -1.13270857e+00
  3.56684922e+01  -1.12143793e+00
  3.60269665e+01  -1.11027944e+00
  3.63890435e+01  -1.09923197e+00
  3.67547595e+01  -1.08829443e+00
  3.71241509e+01  -1.07746572e+00
  3.74972549e+01  -1.06674476e+00
  3.78741085e+01  -1.05613047e+00
  3.82547497e+01  -1.04562180e+00
  3.86392163e+01  -1.03521768e+00
  3.90275469e+01  -1.02491710e+00
  3.94197802e+01  -1.01471900e+00
  3.98159556e+01  -1.00462238e+00
  4.02161126e+01  -9.94626218e-01
  4.06202913e+01  -9.84729522e-01
  4.10285320e+01  -9.74931300e-01
  4.14408756e+01  -9.65230571e-01
  4.18573633e+01  -9.55626367e-01
  4.22780368e+01  -9.46117725e-01
  4.27029381e+01  -9.36703697e-01
  4.31321098e+01  -9.27383339e-01
  4.35655947e+01  -9.18155721e-01
  4.40034362e+01  -9.09019919e-01
  4.44456781e+01  -8.99975019e-01
  4.48923646e+01  -8.91020118e-01
  4.53435403e+01  -8.82154320e-01
  4.57992505e+01  -8.73376738e-01
  4.62595406e+01  -8.64686494e-01
  4.67244567e+01  -8.56082720e-01
  4.71940453e+01  -8.47564554e-01
  4.76683534e+01  -8.39131146e-01
  4.81474283e+01  -8.30781652e-01
  4.86313180e+01  -8.22515236e-01
  4.91200709e+01  -8.14331073e-01
  4.96137358e+01  -8.06228343e-01
  5.01123621e+01  -7.98206237e-01
  5.06159997e+01  -7.90263952e-01
  5.11246990e+01  -7.82400695e-01
  5.16385107e+01  -7.74615678e-01
  5.21574864e+01  -7.66908123e-01
  5.26816779e+01  -7.59277260e-01
  5.32111375e+01  -7.51722325e-01
  5.37459183e+01  -7.44242563e-01
  5.42860738e+01  -7.36837225e-01
  5.48316579e+01  -7.29505572e-01
  5.53827252e+01  -7.22246871e-01
  5.59393309e+01  -7.15060394e-01
  5.65015305e+01  -7.07945424e-01
  5.70693803e+01  -7.00901250e-01
  5.76429371e+01  -6.93927166e-01
  5.82222583e+01  -6.87022475e-01
  5.88074017e+01  -6.80186487e-01
  5.93984259e+01  -6.73418519e-01
  5.99953900e+01  -6.66717892e-01
  6.05983537e+01  -6.60083939e-01
  6.12073773e+01  -6.53515994e-01
  6.18225217e+01  -6.47013401e-01
  6.24438483e+01  -6.40575510e-01
  6.30714195e+01  -6.34201677e-01
  6.37052978e+01  -6.27891265e-01
  6.43455466e+01  -6.21643643e-01
  6.49922301e+01  -6.15458185e-01
  6.56454129e+01  -6.09334274e-01
  6.63051603e+01  -6.03271296e-01
  6.69715382e+01  -5.97268647e-01
  6.76446134e+01  -5.91325724e-01
  6.83244530e+01  -5.85441935e-01
  6.90111252e+01  -5.79616691e-01
  6.97046985e+01  -5.73849408e-01
  7.04052424e+01  -5.68139511e-01
  7.11128269e+01  -5.62486428e-01
  7.18275227e+01  -5.56889595e-01
  7.25494013e+01  -5.51348451e-01
  7.32785349e+01  -5.45862442e-01
  7.40149964e+01  -5.40431020e-01
  7.47588595e+01  -5.35053642e-01
  7.55101985e+01  -5.29729769e-01
  7.62690886e+01  -5.24458870e-01
  7.70356057e+01  -5.19240417e-01
  7.78098264e+01  -5.14073888e-01
  7.85918281e+01  -5.08958768e-01
  7.93816892e+01  -5.03894543e-01
  8.01794884e+01  -4.98880709e-01
  8.09853056e+01  -4.93916763e-01
  8.17992215e+01  -4.89002209e-01
  8.26213173e+01  -4.84136556e-01
  8.34516754e+01  -4.79319316e-01
  8.42903787e+01  -4.74550010e-01
  8.51375111e+01  -4.69828158e-01
  8.59931573e+01  -4.65153290e-01
  8.68574029e+01  -4.60524937e-01
  8.77303343e+01  -4.55942638e-01
  8.86120388e+01  -4.51405932e-01
  8.95026046e+01  -4.46914368e-01
  9.04021207e+01  -4.42467496e-01
  9.13106771e+01  -4.38064871e-01
  9.22283647e+01  -4.33706053e-01
  9.31552752e+01  -4.29390605e-01
  9.40915013e+01  -4.25118097e-01
  9.50371366e+01  -4.20888102e-01
  9.59922757e+01  -4.16700195e-01
  9.69570141e+01  -4.12553959e-01
  9.79314483e+01  -4.08448978e-01
  9.89156757e+01  -4.04384843e-01
  9.99097948e+01  -4.00361147e-01
